"COD","CODINTEGR","TITULO","TITABREV","NIVEL","PADRE","NOTA1","NOTA2","NOTA3","VALORNOTA","REFERENCIA","NOMBRE"
"2156","2B2156","Terapeutas ocupacionales","",5,"215","Los terapeutas ocupacionales aplican técnicas y realizan actividades de carácter ocupacional que tiendan a potenciar o suplir funciones físicas o psíquicas disminuidas o perdidas, y a orientar y estimular el desarrollo de tales funciones.

Entre sus tareas se incluyen:

- aplicar diversos métodos al paciente bajo prescripción médica (actividades manuales, educativas, recreativas, culturales, etc.) de forma que se obtenga la respuesta deseada, ya sea física o mental;
- conservar en buen estado el material que se utilice en el servicio de terapia ocupacional;
- observar y anotar los datos clínicos para la correcta vigilancia de los pacientes;
- recomendar adaptaciones del medio en el hogar y en los ambientes de recreo, laboral y escolar, de forma individual o colectiva, que permitan a las personas con limitaciones funcionales realizar sus actividades y ocupaciones diarias;
- desempeñar tareas afines;
- supervisar a otros trabajadores.

Ejemplos de ocupaciones incluidas en este grupo primario:

- Terapeutas ocupacionales","Ocupaciones afines no incluidas en este grupo primario:

- Fisioterapeutas, 2152
- Psicólogos, 2823 
- Terapeutas recreativos, 2159
- Formadores ocupacionales, 2220","","SI","","AYUDACOD_CNO11"
"2157","2B2157","Podólogos","",5,"215","Los podólogos aplican realizan las actividades dirigidas al diagnóstico y tratamiento de las afecciones y deformidades de los pies, mediante las técnicas terapéuticas propias de su disciplina.

Entre sus tareas se incluyen:

- identificar y tratar afecciones de los pies, tobillos y otras estructuras relacionadas de las piernas debidas a enfermedades u otros trastornos físicos;
- tratar y solucionar las callosidades y los problemas con las durezas en las distintas partes de los pies;
- prescribir calzado correctivo y asesorar en el cuidado de los pies ante problemas con los pies;
- realizar intervenciones menores para sobre pies y tobillos;
- mantener en buenas condiciones los materiales a utilizar;
- supervisar a otros trabajadores.

Ejemplos de ocupaciones incluidas en este grupo primario:

- Podólogos
- Callistas","","","SI","","AYUDACOD_CNO11"
"2158","2B2158","Profesionales de la salud y la higiene laboral y ambiental","",5,"215","Los profesionales de la salud y la higiene laboral y ambiental evalúan, planifican e implementan programas para identificar, observar y controlar factores ambientales que pueden afectar potencialmente a la salud humana. Estos programas tienen por objeto asegurar condiciones de trabajo seguras y saludables y prevenir enfermedades o lesiones causadas por agentes químicos, físicos, radiológicos o biológicos o factores ergonómicos.

Entre sus tareas se incluyen:

- desarrollar, aplicar y revisar programas y políticas para minimizar riesgos potenciales para la salud y la seguridad en el ambiente y en el trabajo;
- preparar y aplicar planes y estrategias para la eliminación segura, económica y adecuada de residuos comerciales, industriales, médicos y de productos domésticos;
- aplicar programas de prevención y estrategias sobre enfermedades contagiosas, seguridad alimentaria, tratamiento y sistemas de eliminación de aguas residuales, calidad del agua para actividades recreativas y para el consumo doméstico, sustancias contaminadas y peligrosas;
- identificar, informar documentar peligros; evaluar y controlar riesgos en el medio ambiente y en el lugar de trabajo y asesorar sobre el cumplimiento de las leyes y los reglamentos relevantes;
- desarrollar, aplicar y supervisar programas para minimizar la contaminación del lugar de trabajo y del medio ambiente a consecuencia de riesgos de naturaleza química, física y biológica;
- asesorar sobre métodos para prevenir, eliminar, controlar o reducir la exposición de trabajadores, estudiantes, el público y el medio ambiente a riesgos radiológicos y de otro tipo;
- promover principios ergonómicos en el lugar de trabajo, tales como la adaptación del mobiliario, el equipamiento y las actividades del trabajo a las necesidades de los trabajadores;
- impartir enseñanza, información, formación y asesoramiento a personas de todos los niveles sobre aspectos de higiene laboral y salud del medio ambiente;
- registrar e investigar lesiones y daños del equipo y documentar el funcionamiento de la seguridad;
- coordinar medidas de compensación, rehabilitación y reincorporación al trabajo de trabajadores lesionados.

Ejemplos de ocupaciones incluidas en este grupo primario:

- Responsables corporativos de seguridad en el trabajo
- Responsables técnicos de salud ambiental urbana
- Responsables de calidad y seguridad alimentaria
- Epidemiólogos
- Técnicos en protección radiológica en instalaciones nucleares","Ocupaciones afines no incluidas en este grupo primario:

- Técnicos en prevención de riesgos laborales, 3326","","SI","","AYUDACOD_CNO11"
"2159","2B2159","Profesionales de la salud no clasificados bajo otros epígrafes","",5,"215","Este grupo primario engloba los profesionales de la salud no clasificados en otros epígrafes del subgrupo principal 21, Profesionales de la salud. El grupo incluye ocupaciones como, por ejemplo, psicólogo clínico, terapeuta recreativo, y otras profesiones que realizan diagnósticos o prestan servicios de salud preventivos, curativos o de rehabilitación.

Entre sus tareas se incluyen:

- entrevistar a los pacientes y realizar pruebas de diagnóstico para determinar su estado de salud, limitaciones funcionales y la naturaleza de su trastorno, enfermedad o problema, físico o mental;
- desarrollar y aplicar planes de tratamiento para lesiones, enfermedades y otros tipos de trastornos físicos o mentales;
- evaluar y documentar el progreso del paciente a lo largo de los tratamientos, y remitirlos, a ellos o a sus familiares, a médicos u otros personal sanitario cuando sean necesarios cuidados especializados, de rehabilitación o similares;
- planificar y realizar programas terapéuticos, de manera individual o en grupo, para mejorar y mantener la funcionalidad física, cognitiva, emocional y social (incluyendo el uso de las artes y la artesanía, la danza y el movimiento, la música y otras actividades recreativas).

Ejemplos de ocupaciones incluidas en este grupo primario:

- Psicólogos clínicos
- Terapeutas recreativos","Ocupaciones afines no incluidas en este grupo primario:

- Técnicos en radioterapia, 3311
- Técnicos en ortoprótesis, 3315
- Técnicos superiores en documentación sanitaria, 3322
- Osteópatas, 3329
- Homeópatas, 3331
- Fitoterapeutas, 3339","","SI","","AYUDACOD_CNO11"
"22","2B22","Profesionales de la enseñanza infantil, primaria, secundaria y postsecundaria","",3,"B","","","","","","AYUDACOD_CNO11"
"221","2B221","Profesores de universidades y otra enseñanza superior (excepto formación profesional)","",4,"22","","","","","","AYUDACOD_CNO11"
"2210","2B2210","Profesores de universidades y otra enseñanza superior (excepto formación profesional)","",5,"221","Los profesores de universidades y otra enseñanza superior (excepto formación profesional) preparan y dan clases y dirigen estudios personalizados en una o más materias de un determinado curso en universidades u otros centros de enseñanza superior (excepto centros de formación profesional). Realizan investigaciones y preparan comunicaciones y libros de carácter académico.

Entre sus tareas se incluyen:

- proyectar y modificar planes de estudio y preparar los cursos de conformidad con los requisitos;
- preparar y dar clases y dirigir estudios personalizados, seminarios y trabajos prácticos o de laboratorio;
- estimular la facultad discursiva y la independencia de criterio entre los estudiantes;
- supervisar, cuando proceda, los experimentos y trabajos prácticos realizados por los estudiantes;
- administrar, evaluar y calificar exámenes y pruebas;
- dirigir los trabajos de investigación de estudiantes graduados o de otros miembros del departamento o facultad de que se trate;
- investigar y desarrollar conceptos, teorías y métodos operativos para su aplicación en la industria y en otras esferas;
- escribir libros, comunicaciones o artículos de carácter académico;
- participar en reuniones de departamento o de profesores y en conferencias y seminarios.

Ejemplos de ocupaciones incluidas en este grupo primario:

- Catedráticos
- Profesores titulados de universidad
- Profesores de titulaciones propias en universidades
- Profesores de estudios superiores de música y danza 
- Profesores de arte dramático
- Profesores de conservación y restauración de bienes culturales
- Profesores de estudios superiores de artes plásticas y diseño","Ocupaciones afines no incluidas en este grupo primario:

- Rectores de universidad, 1120
- Decanos, 1326
- Directores de estudios de enseñanza superior, 1326
- Profesores de formación profesional, 2220","","SI","","AYUDACOD_CNO11"
"222","2B222","Profesores de formación profesional (materias específicas)","",4,"22","","","","","","AYUDACOD_CNO11"
"2220","2B2220","Profesores de formación profesional (materias específicas)","",5,"222","Los profesores de formación profesional (materias específicas) enseñan una o más especialidades de contenido técnico o profesional en la Educación Secundaria y en la Formación Profesional.

Nota: Aquellos profesores que imparten materias específicas que tienen como finalidad preparar a los estudiantes para un empleo específico se clasificarán en este grupo primario, tanto si trabajan en un instituto de enseñanza secundaria como si lo hacen en uno de formación profesional. Aquellos profesores que imparten a nivel de secundaria materias tales como matemáticas y que no preparan al alumno para el empleo en un área específica ocupacional se clasificarán en el grupo primario 2230, Profesores de enseñanza secundaria (excepto materias específicas de formación profesional) independientemente de si trabajan en un instituto de secundaria o en uno de formación profesional.

Entre sus tareas se incluyen:

- preparar a los alumnos desde una perspectiva de aplicación práctica para la actividad en un campo profesional y su capacitación para el desempeño cualificado de las distintas profesiones;
- proporcionar a los alumnos una formación polivalente, funcional y técnica que posibilite su adaptación a los cambios tecnológicos y organizativos relativos a la profesión;
- impartir lecciones desde una perspectiva de aplicación práctica de los contenidos técnicos aprendidos por los alumnos sobre sus especialidades y supervisar el trabajo y la disciplina de los alumnos;
- preparar, asignar y corregir ejercicios prácticos;
- examinar mediante pruebas y exámenes con objeto de evaluar los progresos de los alumnos y otorgar la calificación correspondiente.

Ejemplos de ocupaciones incluidas en este grupo primario:

- Maestros de taller de artes plásticas y diseño
- Profesores de tecnología para la formación profesional","Ocupaciones afines no incluidas en este grupo primario:

- Directores de centros educativos, 1326
- Profesores de materias no específicas (matemáticas, lengua,...) en centro de formación profesional, 2230
- Profesores de enseñanza secundaria, 2230","","SI","","AYUDACOD_CNO11"
"223","2B223","Profesores de enseñanza secundaria (excepto materias específicas de formación profesional)","",4,"22","","","","","","AYUDACOD_CNO11"
"2230","2B2230","Profesores de enseñanza secundaria (excepto materias específicas de formación profesional)","",5,"223","Los profesores de enseñanza secundaria (excepto materias específicas de formación profesional) enseñan una o más materias de enseñanza secundaria, excluidas las materias dirigidas a preparar a los alumnos para el empleo en áreas de ocupaciones específicas.

Nota: Aquellos profesores que imparten materias específicas que tienen como finalidad preparar a los estudiantes para un empleo específico se clasificarán en el grupo primario 2220, Profesores de formación profesional (materias específicas), tanto si trabajan en un instituto de enseñanza secundaria como si lo hacen en uno de formación profesional. Aquellos profesores que imparten a nivel de secundaria materias tales como matemáticas y que no preparan al alumno para el empleo en un área específica ocupacional se clasificarán en este grupo primario independientemente de si trabajan en un instituto de secundaria o en uno de formación profesional.

Entre sus tareas se incluyen:

- proyectar y modificar planes de estudio y preparar los cursos de conformidad con las directrices establecidas al respecto;
- establecer y aplicar normas de comportamiento y procedimientos para mantener el orden entre los alumnos;
- preparar y dar clases, dirigir debates y realizar demostraciones en una o más materias;
- establecer objetivos claros para todas clases, unidades y proyectos, y comunicarlos a los alumnos;
- preparar los materiales y las aulas para las actividades de la clase;
- adaptar los métodos docentes y los materiales de enseñanza a las distintas necesidades e intereses de los alumnos;
- observar y evaluar el rendimiento y el comportamiento de los alumnos;
- preparar y administrar pruebas y exámenes con objeto de evaluar los progresos de los alumnos, y dar las calificaciones correspondientes;
- preparar informes sobre la labor de los alumnos y consultar a otros profesores y a los padres;
- participar en las reuniones relativas a las políticas educativas u organizativas del centro;
- planificar y organizar actividades escolares tales como excursiones, reuniones deportivas y conciertos, y participar en ellas.

Ejemplos de ocupaciones incluidas en este grupo primario:

- Profesores de enseñanza secundaria o formación profesional (materias no específicas)
- Profesores de instituto
- Profesores de enseñanza secundaria, artes","Ocupaciones afines no incluidas en este grupo primario:

- Directores de estudios, 1326
- Profesores de formación profesional materias específicas, 2220
- Inspectores escolares, 2321
- Profesores particulares de clases de instituto, 2329
- Orientadores escolares, 2329","","SI","","AYUDACOD_CNO11"
"224","2B224","Profesores de enseñanza primaria","",4,"22","","","","","","AYUDACOD_CNO11"
"2240","2B2240","Profesores de enseñanza primaria","",5,"224","Los profesores de enseñanza primaria enseñan diversas asignaturas a los alumnos de las escuelas primarias.

Entre sus tareas se incluyen:

- preparar planes diarios y a más largo plazo para las clases, de conformidad con las directrices sobre el plan de estudios;
- enseñar a los niños individualmente y en grupos, empleando distintos métodos y materiales docentes (por ejemplo, ordenador, libros, juegos) adaptados a las necesidades de los mismos;
- mantener la disciplina y unos buenos hábitos de trabajo en el aula;
- planificar y realizar con los niños actividades tales como actividades deportivas, conciertos y excursiones;
- asignar a los niños trabajos para el aula y para casa, y calificarlos;
- preparar y administrar pruebas y exámenes para evaluar el progreso de los niños, y calificarlos;
- observar y evaluar el rendimiento y el comportamiento de los niños;
- supervisar a los niños durante las clases y en los demás momentos de la jornada escolar, incluidos los recreos;
- participar en las reuniones y demás sesiones del personal y mantener contactos con otros maestros sobre cuestiones educativas;
- preparar reuniones con los padres para examinar los progresos y problemas de los niños, y asistir a ellas.

Ejemplos de ocupaciones incluidas en este grupo primario:

- Maestros de enseñanza primaria","Ocupaciones afines no incluidas en este grupo primario:

- Directores de estudios, 1326 
- Inspectores escolares, 2321
- Profesores particulares de clases de primaria, 2329","","SI","","AYUDACOD_CNO11"
"225","2B225","Maestros y educadores de enseñanza infantil","",4,"22","","","","","","AYUDACOD_CNO11"
"2251","2B2251","Maestros de educación infantil","",5,"225","Los maestros educación infantil promueven el desarrollo social, físico e intelectual de los niños que no han cumplido aún la edad escolar mediante actividades educativas y de juego.

Entre sus tareas se incluyen:

- planificar y organizar actividades individuales y de grupo para facilitar el desarrollo de las destrezas motoras, de cooperación y sociales de los niños, su confianza en sí mismos y su comprensión; 
- promover la facilidad de expresión de los niños narrando cuentos y organizando sesiones de simulación de papeles o teatro infantil, recitación de poemas para niños, danzas y canciones infantiles, conversación y discusión;
- dirigir a los niños en actividades que favorezcan las oportunidades de expresión creativa a través de las artes, la representación teatral, la música y la buena forma física;
- observar a los niños para evaluar su progreso y detectar posibles signos de problemas de desarrollo, emocionales o de salud;
- observar y evaluar las necesidades nutricionales, de bienestar y de seguridad de los niños e identificar los factores que impidan su progreso;
- supervisar a los niños durante sus actividades para garantizar su seguridad y resolver los conflictos que puedan acaecer;
- orientar y ayudar a los niños a desarrollar hábitos adecuados de comida, vestido y limpieza; 
- examinar los progresos o los problemas de los niños con los padres y con los demás miembros del personal, y establecer actuaciones adecuadas y, en su caso, remisiones a otros servicios;
- establecer y mantener una relación de colaboración con otros prestadores de servicios que trabajen con niños pequeños.

Ejemplos de ocupaciones incluidas en este grupo primario:

- Maestros de educación infantil","Ocupaciones afines no incluidas en este grupo primario:

- Técnicos en educación infantil, 2252
- Celadores de guardería, 5721","","SI","","AYUDACOD_CNO11"
"2252","2B2252","Técnicos en educación infantil","",5,"225","Los técnicos en educación infantil organizan juegos y actividades educativas individuales o colectivas destinados a afianzar y promover el desarrollo físico y mental y el comportamiento social de niños en edad infantil.

Entre sus tareas se incluyen:

- programar y organizar actividades destinadas a estimular el desarrollo físico y la sociabilidad de los niños;
- promover la facilidad de expresión de los niños narrando cuentos y organizando sesiones de simulación de papeles o teatro infantil, recitación de poemas para niños, danzas y canciones infantiles, conversación y discusión;
- observar a los niños para poder evaluar sus progresos y poner al corriente a los padres de los resultados logrados o de los problemas detectados;
- supervisar a los niños durante sus actividades para garantizar su seguridad y resolver los conflictos que puedan acaecer;
- desempeñar tareas afines;
- supervisar a otros trabajadores.

Ejemplos de ocupaciones incluidas en este grupo primario:

-Técnicos en educación infantil","Ocupaciones afines no incluidas en este grupo primario:

- Maestros de educación primaria, 2240 
- Maestros de educación infantil, 2251
- Celadores de guardería, 5721","","SI","","AYUDACOD_CNO11"
"23","2B23","Otros profesionales de la enseñanza","",3,"B","","","","","","AYUDACOD_CNO11"
"231","2B231","Profesores y técnicos de educación especial","",4,"23","","","","","","AYUDACOD_CNO11"
"2311","2B2311","Profesores de educación especial","",5,"231","Los profesores de educación especial enseñan a niños y jóvenes con dificultades para aprender e instruirse al nivel educativo que corresponda, o mental o físicamente deficientes. Asimismo se incluye la enseñanza para personas no pertenecientes a los sistemas ordinarios de la misma (educación de adultos).

Entre sus tareas se incluyen:

- idear o modificar planes de instrucción y enseñanza y preparar lecciones y actividades de conformidad con las necesidades y posibilidades de los alumnos;
- enseñar usando técnicas y medios apropiados a la deficiencia y el nivel del alumno;
- estimular la confianza de los alumnos, ayudarles a descubrir y adoptar métodos que atenúen las limitaciones impuestas por su deficiencia o dificultad e infundirles la actitud de autorrealización;
- organizar ejercicios, trabajos prácticos y pruebas, observar y evaluar los progresos de cada alumno e intercambiar impresiones al respecto con los padres, el profesor encargado, terapeutas, asistentes sociales y otras personas interesadas Impartir educación de adultos;
- impartir clases particulares en este nivel;
- preparar informes escolares y docentes;
- desempeñar tareas afines;
- supervisar a otros trabajadores.

Ejemplos de ocupaciones incluidas en este grupo primario:

- Maestros de niños con dificultades auditivas, enseñanza especial
- Maestros de niños con dificultades visuales, enseñanza especial
- Profesores de educación especial por dificultades del aprendizaje
- Profesores de apoyo al aprendizaje
- Profesores de recuperación
- Profesores de enseñanza para adultos","Ocupaciones afines no incluidas en este grupo primario:

- Profesores de formación profesional, 2220
- Profesores de enseñanza secundaria, 2230
- Maestros de educación primaria, 2240
- Técnicos educadores de educación especial, 2312","","SI","","AYUDACOD_CNO11"
"2312","2B2312","Técnicos educadores de educación especial","",5,"231","Los técnicos educadores de educación especial enseñan, al nivel de instrucción que convenga, a niños, jóvenes y adultos, sean minusválidos con deficiencias físicas o mentales o personas con dificultades para aprender e instruirse.

Entre sus tareas se incluyen:

- preparar actividades de conformidad con las necesidades y posibilidades de los alumnos;
- enseñar usando técnicas y medios apropiados a las deficiencias y el nivel de los alumnos (tales como el sistema de escritura braille o el de lectura labial) y supervisar las labores en el aula;
- estimular la confianza de los alumnos, ayudarlos a describir y adoptar métodos que atenúen las limitaciones impuestas por su deficiencia o dificultad e infundirles un sentimiento de autorrealización;
- organizar ejercicios, trabajos prácticos y pruebas, observar y evaluar los progresos de cada alumno e intercambiar impresiones al respecto con los padres, el profesor encargado, terapeutas, asistentes sociales y otras personas interesadas;
- preparar informes escolares y docentes;
- desempeñar tareas afines;
- supervisar a otros trabajadores.

Ejemplos de ocupaciones incluidas en este grupo primario:

- Técnicos educadores de personas discapacitadas","Ocupaciones afines no incluidas en este grupo primario:

- Profesores de educación especial, 2311","","SI","","AYUDACOD_CNO11"
"232","2B232","Otros profesores y profesionales de la enseñanza","",4,"23","","","","","","AYUDACOD_CNO11"
"2321","2B2321","Especialistas en métodos didácticos y pedagógicos","",5,"232","Los especialistas en métodos didácticos y pedagógicos investigan y desarrollan métodos educativos, cursos y materiales didácticos o asesoran al respecto. Revisan y examinan el trabajo de los profesores, el funcionamiento de los centros educativos y los resultados conseguidos, y recomiendan cambios y mejoras.

Entre sus tareas se incluyen:

- investigar las tendencias e innovaciones en materia de planes de estudios, métodos educativos y otras prácticas educativas y asesorar sobre posibles modificaciones y mejoras;
- evaluar el contenido sustantivo de los cursos y de los métodos de examen, y asesorar al respecto;
- investigar materiales didácticos audiovisuales y de otros tipos, asesorar al respecto y planificar y organizar su utilización en los centros educativos;
- documentar las materias y cursos preparados y evaluar los nuevos cursos;
- prestar a los profesores servicios de formación y de consulta;
- organizar y dirigir talleres y conferencias para formar a los profesores en los nuevos programas y métodos;
- preparar la estructura, contenido y objetivos de los nuevos cursos y programas educativos;
- proceder a la visita periódica de los centros educativos y celebrar consultas con la dirección y los docentes acerca del plan de estudios, los métodos didácticos, los materiales didácticos y otras cuestiones;
- visitar las aulas para observar las técnicas de enseñanza y evaluar la actuación de los maestros y profesores y los resultados escolares logrados por los alumnos;
- preparar informes y elevar recomendaciones a las autoridades educativas acerca de eventuales modificaciones y perfeccionamientos de los planes de estudios, los métodos didácticos y otras cuestiones.

Ejemplos de ocupaciones incluidas en este grupo primario:

- Pedagogos
- Especialistas en elaboración de planes de estudios
- Especialistas en material didáctico
- Inspectores escolares
- Coordinadores de planes de estudios","Ocupaciones afines no incluidas en este grupo primario:

- Orientadores escolares, 2329
- Psicólogos escolares, 2823","","SI","","AYUDACOD_CNO11"
"2322","2B2322","Profesores de enseñanza no reglada de idiomas","",5,"232","Los profesores de enseñanza no reglada de idiomas enseñan una lengua no materna a adultos y niños que la estén aprendiendo por su condición de inmigrantes, para satisfacer necesidades u oportunidades de empleo, para facilitar su participación en programas educativos impartidos en una lengua extranjera o para su enriquecimiento personal. Trabajan al margen de los sistemas generales de enseñanza primaria, secundaria y superior, o en apoyo de profesores y alumnos incluidos en estos sistemas.

Entre sus tareas se incluyen:

- evaluar el nivel de capacidad y el alcance de las dificultades lingüísticas de los alumnos y establecer sus necesidades y sus objetivos de aprendizaje;
- planificar, preparar y dar clases y dirigir talleres para grupos o para personas individuales con un contenido y un ritmo de progreso adaptados a sus capacidades y necesidades;
- diseñar y producir materiales didácticos y adaptar los existentes;
- evaluar los progresos de los alumnos;
- ayudar a los alumnos en los contextos docentes en los que se les enseñen materias en una lengua que no sea la suya materna;
- prestar asistencia a los demás profesores diseñando programas didácticos especiales para los alumnos que sigan aprendiendo la lengua principal de enseñanza;
- asignar trabajos y corregirlos, y preparar exámenes y calificarlos;
- evaluar y registrar los progresos de los alumnos e informar de ellos.

Ejemplos de ocupaciones incluidas en este grupo primario:

- Profesores de idiomas (clases particulares o academias)
- Profesores de idiomas para inmigrantes","Ocupaciones afines no incluidas en este grupo primario:

- Profesores de universidad, 2210 
- Profesores de formación profesional, 2220
- Profesores de enseñanza secundaria, 2230
- Maestros de educación primaria, 2240","","SI","","AYUDACOD_CNO11"
"2323","2B2323","Profesores de enseñanza no reglada de música y danza","",5,"232","Los profesores de enseñanza no reglada de música y danza enseñan a los alumnos la práctica, la teoría y la interpretación de la música y la danza al margen de los sistemas generales de enseñanza primaria, secundaria y superior, si bien pueden impartir esa enseñanza de forma particular o en pequeños grupos como actividad ajena al plan de estudios en colaboración con centros educativos.

Nota: Aquellos profesores de enseñanza primaria o secundaria que impartan música o danza se recogerán en los grupos primarios 2240, Profesores de enseñanza primaria y 2230, Profesores de enseñanza secundaria (excepto materias específicas de formación profesional) respectivamente.

Entre sus tareas se incluyen:

- evaluar el nivel de capacidad de los alumnos y determinar sus necesidades y sus objetivos de aprendizaje;
- planificar, preparar e impartir programas de estudio, clases y talleres de forma individual o en grupo;
- preparar y presentar materiales sobre teoría e interpretación de la música o la danza;
- enseñar y demostrar aspectos prácticos de la danza;
- enseñar y demostrar aspectos prácticos del canto o de la interpretación de un instrumento concreto;
- enseñar a los alumnos a leer y escribir la notación musical;
- asignar ejercicios y enseñar piezas musicales adecuadas al nivel de capacidad, los intereses y el talento de los alumnos;
- evaluar a los alumnos y ofrecerles asesoramiento, críticas y estímulo;
- revisar los planes de estudios, el contenido de los cursos, los materiales de los cursos y los métodos de enseñanza;
- preparar a los alumnos para exámenes, interpretaciones y evaluaciones;
- organizar visitas y viajes para asistir a actuaciones musicales y de danza;
- organizar audiciones, coreografías o interpretaciones de los alumnos y ayudar a ellas.

Ejemplos de ocupaciones incluidas en este grupo primario:

- Profesores de guitarra (clases particulares o academias)
- Profesores de piano (clases particulares o academias)
- Profesores de canto (clases particulares o academias)
- Profesores de violín (clases particulares o academias)
- Profesores de danza (clases particulares o academias)
- Profesores de baile (clases particulares o academias)","Ocupaciones afines no incluidas en este grupo primario:

- Profesores de universidad, 2210 
- Profesores de formación profesional, 2220
- Profesores de enseñanza secundaria, 2230
- Maestros de educación primaria, 2240","","SI","","AYUDACOD_CNO11"
"2324","2B2324","Profesores de enseñanza no reglada de artes","",5,"232","oracle.sql.CLOB@6e98fbf3"
