"COD","CODINTEGR","TITULO","NIVEL","TITABREV","PADRE","NOTA1","NOTA2","NOTA3","VALORNOTA","REFERENCIA","FECHA_NOTA"
"14139","C14139","Sub-contracted operations as part of manufacturing of outerwear",5,"","1413","","","","","",
"141399","C141399","Sub-contracted operations as part of manufacturing of outerwear",6,"","14139","","","","","",
"1414","C1414","Underwear",4,"","141","","","","","",
"14141","C14141","Underwear, knitted and crocheted",5,"","1414","","","","","",
"141411","C141411","Men's or boys' shirts, knitted or crocheted",6,"","14141","","","","","",
"141412","C141412","Men's or boys' underpants, briefs, nightshirts, pyjamas, bathrobes, dressing gowns and similar articles, knitted or crocheted",6,"","14141","","","","","",
"141413","C141413","Women's or girls' blouses, shirts and shirt-blouses, knitted or crocheted",6,"","14141","","","","","",
"141414","C141414","Women's or girls' slips, petticoats, briefs, panties, nightdresses, pyjamas, dressing gowns, negligees, bathrobes and similar articles, knitted or crocheted",6,"","14141","","","","","",
"14142","C14142","Underwear, not knitted or crocheted",5,"","1414","","","","","",
"141421","C141421","Men's or boys' shirts, of textile fabric not knitted or crocheted",6,"","14142","","","","","",
"141422","C141422","Men's or boys' singlets and other vests, underpants, briefs, nightshirts, pyjamas, bathrobes, dressing gowns, of textile fabric not knitted or crocheted",6,"","14142","","","","","",
"141423","C141423","Women's or girls' blouses, shirts and shirt-blouses, of textile fabric not knitted or crocheted",6,"","14142","","","","","",
"141424","C141424","Women's and girls' singlets and other vests, slips, petticoats, briefs, panties, nightdresses, pyjamas, negligees, bathrobes, dressing gowns and similar articles, of textile fabric not knitted or crocheted",6,"","14142","","","","","",
"141425","C141425","Brassieres, girdles, corsets, braces, suspenders, garters and similar articles and parts thereof, whether or not knitted or crocheted",6,"","14142","","","","","",
"14143","C14143","T-shirts, singlets and other vests, knitted or crocheted",5,"","1414","","","","","",
"141430","C141430","T-shirts, singlets and other vests, knitted or crocheted",6,"","14143","","","","","",
"14149","C14149","Sub-contracted operations as part of manufacturing of underwear",5,"","1414","","","","","",
"141499","C141499","Sub-contracted operations as part of manufacturing of underwear",6,"","14149","","","","","",
"1419","C1419","Other wearing apparel and accessories",4,"","141","","","","","",
"20119","C20119","Sub-contracted operations as part of manufacturing of industrial gases",5,"","2011","","","","","",
"201199","C201199","Sub-contracted operations as part of manufacturing of industrial gases",6,"","20119","","","","","",
"2012","C2012","Dyes and pigments",4,"","201","","","","","",
"20121","C20121","Oxides, peroxides and hydroxides",5,"","2012","","","","","",
"201211","C201211","Zinc oxide and peroxide; titanium oxides",6,"","20121","","","","","",
"201212","C201212","Chromium, manganese, lead and copper oxides and hydroxides",6,"","20121","","","","","",
"201219","C201219","Other metal oxides, peroxides and hydroxides",6,"","20121","","","","","",
"20122","C20122","Tanning or dyeing extracts; tannins and their derivatives; colouring matter n.e.c.",5,"","2012","","","","","",
"201221","C201221","Synthetic organic colouring matter and preparations based thereon; synthetic organic products of a kind used as fluorescent brightening agents or as luminophores; colour lakes and preparations based thereon",6,"","20122","","","","","",
"201222","C201222","Tanning extracts of vegetable origin; tannins and their salts, ethers, esters and other derivatives; colouring matter of vegetable or animal origin",6,"","20122","","","This subcategory excludes:
- non-chemically defined compounds of mercury, see 20.13.52","","",
"201223","C201223","Synthetic organic tanning substances; inorganic tanning substances; tanning preparations; enzymatic preparations for pre-tanning",6,"","20122","","","","","",
"201224","C201224","Colouring matter n.e.c.; inorganic products of a kind used as luminophores",6,"","20122","","","","","",
"20129","C20129","Sub-contracted operations as part of manufacturing of dyes and pigments",5,"","2012","","","","","",
"201299","C201299","Sub-contracted operations as part of manufacturing of dyes and pigments",6,"","20129","","","","","",
"2013","C2013","Other inorganic basic chemicals",4,"","201","","","","","",
"20131","C20131","Enriched uranium and plutonium; depleted uranium and thorium; other radioactive elements",5,"","2013","","","","","",
"201311","C201311","Enriched uranium and plutonium and their compounds",6,"","20131","","","","","",
"201312","C201312","Depleted uranium and thorium and their compounds",6,"","20131","","","","","",
"201313","C201313","Other radioactive elements and isotopes and compounds; alloys, dispersions, ceramic products and mixtures containing these elements, isotopes or compounds",6,"","20131","","","","","",
"201314","C201314","Fuel elements (cartridges), non-irradiated, for nuclear reactors",6,"","20131","","","","","",
"20132","C20132","Chemical elements n.e.c.; inorganic acids and compounds",5,"","2013","","","","","",
"201321","C201321","Metalloids",6,"","20132","","","","","",
"201322","C201322","Halogen or sulphur compounds of non-metals",6,"","20132","","","","","",
"201323","C201323","Alkali or alkaline-earth metals; rare earth metals, scandium and yttrium; mercury",6,"","20132","","","","","",
"201324","C201324","Hydrogen chloride; oleum; diphosphorus pentaoxide; other inorganic acids; silicon and sulphur dioxide",6,"","20132","","","","","",
"201325","C201325","Oxides, hydroxides and peroxides; hydrazine and hydroxylamine and their inorganic salts",6,"","20132","","","","","",
"20133","C20133","Metallic halogenates; hypochlorites, chlorates and perchlorates",5,"","2013","","","","","",
"201331","C201331","Metallic halogenates",6,"","20133","","","","","",
"201332","C201332","Hypochlorites, chlorates and perchlorates",6,"","20133","","","","","",
"20134","C20134","Sulphides, sulphates; nitrates, phosphates and carbonates",5,"","2013","","","","","",
"201341","C201341","Sulphides, sulphites and sulphates",6,"","20134","","","This subcategory excludes:
- non-chemically defined compounds of mercury, see 20.13.52","","",
"201342","C201342","Phosphinates, phosphonates, phosphates, polyphosphates and nitrates (except of potassium)",6,"","20134","","","This subcategory excludes:
- non-chemically defined compounds of mercury, see 20.13.52
- potassium nitrates, see 20.15.76","","",
"201343","C201343","Carbonates",6,"","20134","","","","","",
"20135","C20135","Salts of other metals",5,"","2013","","","","","",
"201351","C201351","Salts of oxometallic or peroxometallic acids; colloidal precious metals",6,"","20135","","","","","",
"201352","C201352","Inorganic compounds n.e.c., including distilled water; amalgams other than amalgams of precious metals",6,"","20135","","This subcategory also includes:
- chemically and non-chemically defined compounds of mercury
- distilled water","This subcategory excludes:
- amalgams of precious metals, see 20.13.51","","",
"20136","C20136","Other inorganic basic chemicals n.e.c.",5,"","2013","","","","","",
"201361","C201361","Isotopes n.e.c. and compounds thereof (including heavy water)",6,"","20136","","This subcategory also includes:
- heavy water","","","",
"201362","C201362","Cyanides, cyanide oxides and complex cyanides; fulminates, cyanates and thiocyanates; silicates; borates; perborates; other salts of inorganic acids or peroxoacids",6,"","20136","","","This subcategory excludes:
- non-chemically defined compounds of mercury, see 20.13.52","","",
"201363","C201363","Hydrogen peroxide",6,"","20136","","","","","",
"201364","C201364","Phosphides, carbides, hydrides, nitrides, azides, silicides and borides",6,"","20136","","","This subcategory excludes:
- non-chemically defined compounds of mercury, see 20.13.52","","",
"201365","C201365","Compounds of rare earth metals, of yttrium or of scandium",6,"","20136","","","","","",
"201366","C201366","Sulphur, except sublimed sulphur, precipitated sulphur and colloidal sulphur",6,"","20136","","","","","",
"201367","C201367","Roasted iron pyrites",6,"","20136","","","","","",
"201368","C201368","Piezo-electric quartz; other synthetic or reconstructed precious or semi-precious stones, unworked",6,"","20136","","","","","",
"20139","C20139","Sub-contracted operations as part of manufacturing of other inorganic basic chemicals",5,"","2013","","","","","",
"201399","C201399","Sub-contracted operations as part of manufacturing of other inorganic basic chemicals",6,"","20139","","","","","",
"2014","C2014","Other organic basic chemicals",4,"","201","","","","","",
"20141","C20141","Hydrocarbons and their derivatives",5,"","2014","","","","","",
"201411","C201411","Acyclic hydrocarbons",6,"","20141","","","","","",
"201412","C201412","Cyclic hydrocarbons",6,"","20141","","","","","",
"201413","C201413","Chlorinated derivatives of acyclic hydrocarbons",6,"","20141","","","","","",
"201414","C201414","Sulphonated, nitrated or nitrosated derivatives of hydrocarbons, whether or not halogenated",6,"","20141","","","","","",
"201419","C201419","Other derivatives of hydrocarbons",6,"","20141","","","","","",
"20142","C20142","Alcohols, phenols, phenol-alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives; industrial fatty alcohols",5,"","2014","","","","","",
"201421","C201421","Industrial fatty alcohols",6,"","20142","","","","","",
"201422","C201422","Monohydric alcohols",6,"","20142","","","","","",
"201423","C201423","Diols, polyalcohols, cyclical alcohols and derivatives thereof",6,"","20142","","","","","",
"201424","C201424","Phenols; phenol-alcohols and derivatives of phenols",6,"","20142","","","","","",
"20143","C20143","Industrial monocarboxylic fatty acids; carboxylic acids and their derivatives",5,"","2014","","","","","",
"201431","C201431","Industrial monocarboxylic fatty acids; acid oils from refining",6,"","20143","","","","","",
"201432","C201432","Saturated acyclic monocarboxylic acids and their derivatives",6,"","20143","","","","","",
"201433","C201433","Unsaturated monocarboxylic, cyclanic, cyclenic or cycloterpenic acyclic polycarboxylic acids and their derivatives",6,"","20143","","","","","",
"201434","C201434","Aromatic polycarboxylic and carboxylic acids with additional oxygen functions; and their derivatives, except salicylic acid and its salts",6,"","20143","","","This subcategory excludes:
- salicylic acid and its salts, see 21.10.10","","",
"205199","C205199","Sub-contracted operations as part of manufacturing of explosives",6,"","20519","","","","","",
"2052","C2052","Glues",4,"","205","","","","","",
"20521","C20521","Glues",5,"","2052","","","","","",
"205210","C205210","Glues",6,"","20521","","","","","",
"20529","C20529","Sub-contracted operations as part of manufacturing of glues",5,"","2052","","","","","",
"205299","C205299","Sub-contracted operations as part of manufacturing of glues",6,"","20529","","","","","",
"2053","C2053","Essential oils",4,"","205","","","","","",
"20531","C20531","Essential oils",5,"","2053","","","","","",
"205310","C205310","Essential oils",6,"","20531","","","","","",
"20539","C20539","Sub-contracted operations as part of manufacturing of essential oils",5,"","2053","","","","","",
"205399","C205399","Sub-contracted operations as part of manufacturing of essential oils",6,"","20539","","","","","",
"2059","C2059","Other chemical products n.e.c.",4,"","205","","","","","",
"20591","C20591","Photographic plates and film, instant print film; chemical preparations and unmixed products for photographic uses",5,"","2059","","","","","",
"205911","C205911","Photographic plates and film and instant print film, sensitised, unexposed; photographic paper",6,"","20591","","","","","",
"205912","C205912","Sensitising emulsions for photographic uses; chemical preparations for photographic uses n.e.c.",6,"","20591","","","","","",
"20592","C20592","Chemically modified animal or vegetable fats and oils; inedible mixtures of animal or vegetable fats or oils",5,"","2059","","","","","",
"205920","C205920","Chemically modified animal or vegetable fats and oils; inedible mixtures of animal or vegetable fats or oils",6,"","20592","","","","","",
"20593","C20593","Writing or drawing ink and other inks",5,"","2059","","","","","",
"205930","C205930","Writing or drawing ink and other inks",6,"","20593","","","","","",
"20594","C20594","Lubricating preparations; additives; anti-freezing preparations",5,"","2059","","","","","",
"205941","C205941","Lubricating preparations",6,"","20594","","","","","",
"205942","C205942","Anti-knock preparations; additives for mineral oils and similar products",6,"","20594","","","","","",
"205943","C205943","Hydraulic brake fluids; anti-freezing preparations and prepared de-icing fluids",6,"","20594","","","","","",
"20595","C20595","Miscellaneous chemical products",5,"","2059","","","","","",
"205951","C205951","Peptones, other protein substances and their derivatives n.e.c.; hide powder",6,"","20595","","","This subcategory excludes:
- non-chemically defined compounds of mercury, see 20.13.52","","",
"205952","C205952","Modelling pastes; dental wax and other preparations for use in dentistry with a basis of plaster; preparations and charges for fire extinguishers; prepared culture media for development of micro-organisms; composite diagnostic or laboratory reagents n.e.c",6,"","20595","","","","","",
"205953","C205953","Chemical elements in disk form and compounds doped for use in electronics",6,"","20595","","","","","",
"205954","C205954","Activated carbon",6,"","20595","","","","","",
"205955","C205955","Finishing agents, dye carriers to accelerate the dyeing or fixing of dye-stuffs and similar products",6,"","20595","","","","","",
"205956","C205956","Pickling preparations; fluxes; prepared rubber accelerators; compound plasticisers and stabilisers for rubber or plastics; catalytic preparations n.e.c.; mixed alkylbenzenes and mixed alkylnaphthalenes n.e.c.",6,"","20595","","","","","",
"205957","C205957","Prepared binders for foundry moulds or cores; chemical products",6,"","20595","","","","","",
"205958","C205958","Biodiesel",6,"","20595","This subcategory includes:
- pure biodiesel, including synthetic diesel, regardless of production process","","","","",
"205959","C205959","Miscellaneous other chemical products n.e.c.",6,"","20595","","","This subcategory excludes:
- non-chemically defined compounds of mercury, see 20.13.52","","",
"20596","C20596","Gelatines and gelatine derivatives, including milk albumins",5,"","2059","","This category also includes:
- milk albumins","","","",
"205960","C205960","Gelatines and gelatine derivatives, including milk albumins",6,"","20596","This subcategory also includes:
- milk albumins","","","","",
"20599","C20599","Sub-contracted operations as part of manufacturing of other chemical products n.e.c.",5,"","2059","","","","","",
"205999","C205999","Sub-contracted operations as part of manufacturing of other chemical products n.e.c.",6,"","20599","","","","","",
"206","C206","Man-made fibres",3,"","20","","","","","",
"2060","C2060","Man-made fibres",4,"","206","","","","","",
"20601","C20601","Synthetic fibres",5,"","2060","","","","","",
"206011","C206011","Synthetic staple and tow, not carded or combed",6,"","20601","","","","","",
"206012","C206012","Polyamide and polyester high tenacity filament yarn",6,"","20601","","","","","",
"206013","C206013","Other synthetic filament yarn, single",6,"","20601","","","","","",
"206014","C206014","Synthetic monofilament; strip and the like, of synthetic textile materials",6,"","20601","","","","","",
"20602","C20602","Artificial fibres",5,"","2060","","","","","",
"206021","C206021","Artificial staple and tow, not carded or combed",6,"","20602","","","","","",
"206022","C206022","Viscose high tenacity filament yarn",6,"","20602","","","","","",
"206023","C206023","Other artificial filament yarn, single",6,"","20602","","","","","",
"206024","C206024","Artificial monofilament; strip and the like of artificial textile materials",6,"","20602","","","","","",
"20609","C20609","Sub-contracted operations as part of manufacturing of man-made fibres",5,"","2060","","","","","",
"206099","C206099","Sub-contracted operations as part of manufacturing of man-made fibres",6,"","20609","","","","","",
"21","C21","Basic pharmaceutical products and pharmaceutical preparations",2,"","C","","","","","",
"211","C211","Basic pharmaceutical products",3,"","21","","","","","",
"2110","C2110","Basic pharmaceutical products",4,"","211","","","","","",
"21101","C21101","Salicylic acid, O-acetylsalicylic acid, their salts and esters",5,"","2110","","","","","",
"211010","C211010","Salicylic acid, O-acetylsalicylic acid, their salts and esters",6,"","21101","","","","","",
"21102","C21102","Lysine, glutamic acid and their salts; quaternary ammonium salts and hydroxides; phosphoaminolipids; amides and their derivatives and salts thereof",5,"","2110","","","","","",
"211020","C211020","Lysine, glutamic acid and their salts; quarternary ammonium salts and hydroxides; phosphoaminolipids; amides and their derivatives and salts thereof",6,"","21102","","","","","",
"21103","C21103","Lactones n.e.c., heterocyclic compounds with nitrogen hetero-atom(s) only, containing an unfused pyrazole ring, a pyrimidine ring, a piperazine ring, an unfused triazine ring or a phenothiazine ring system not further fused; hydantoin and its derivatives;",5,"","2110","","","","","",
"211031","C211031","Lactones n.e.c., heterocyclic compounds with nitrogen hetero-atom(s) only, containing an unfused pyrazole ring, a pyrimidine ring, a piperazine ring, an unfused triazine ring or a phenothiazine ring system not further fused; hydantoin and its derivatives",6,"","21103","","","","","",
"211032","C211032","Sulphonamides",6,"","21103","","","","","",
"21104","C21104","Sugars, chemically pure, n.e.c.; sugar ethers and esters and their salts n.e.c.",5,"","2110","","","","","",
"211040","C211040","Sugars, chemically pure, n.e.c.; sugar ethers and esters and their salts n.e.c.",6,"","21104","","","","","",
"21105","C21105","Provitamins, vitamins and hormones; glycosides and vegetable alkaloids and their derivatives; antibiotics",5,"","2110","","","","","",
"211051","C211051","Provitamins, vitamins and their derivatives",6,"","21105","","","","","",
"211052","C211052","Hormones, derivatives thereof; other steroids, used primarily as hormones",6,"","21105","","","","","",
"211053","C211053","Glycosides, vegetable alkaloids, their salts, ethers, esters and other derivatives",6,"","21105","","","","","",
"211054","C211054","Antibiotics",6,"","21105","","","","","",
"21106","C21106","Glands and other organs; extracts thereof and other human or animal substances n.e.c.",5,"","2110","","","","","",
"211060","C211060","Glands and other organs; extracts thereof and other human or animal substances n.e.c.",6,"","21106","","","","","",
"21109","C21109","Sub-contracted operations as part of manufacturing of basic pharmaceutical products",5,"","2110","","","","","",
"211099","C211099","Sub-contracted operations as part of manufacturing of basic pharmaceutical products",6,"","21109","","","","","",
"212","C212","Pharmaceutical preparations",3,"","21","","","","","",
"2120","C2120","Pharmaceutical preparations",4,"","212","","","","","",
"21201","C21201","Medicaments",5,"","2120","","","","","",
"212011","C212011","Medicaments, containing penicillins or other antibiotics",6,"","21201","","","","","",
"212012","C212012","Medicaments, containing hormones, but not antibiotics",6,"","21201","","","","","",
"212013","C212013","Medicaments, containing alkaloids or derivatives thereof, but not hormones or antibiotics",6,"","21201","","","","","",
"21202","C21202","Other pharmaceutical preparations",5,"","2120","","","","","",
"212021","C212021","Antisera and vaccines",6,"","21202","","","","","",
"212022","C212022","Chemical contraceptive preparations based on hormones or spermicides",6,"","21202","","","","","",
"212023","C212023","Diagnostic reagents and other pharmaceutical preparations",6,"","21202","","","","","",
"212024","C212024","Adhesive dressings, catgut and similar materials; first-aid boxes",6,"","21202","","","","","",
"21209","C21209","Sub-contracted operations as part of manufacturing of pharmaceutical preparations",5,"","2120","","","","","",
"212099","C212099","Sub-contracted operations as part of manufacturing of pharmaceutical preparations",6,"","21209","","","","","",
"22","C22","Rubber and plastic products",2,"","C","","","","","",
"221","C221","Rubber products",3,"","22","","","","","",
"2211","C2211","Rubber tyres and tubes; retreading and rebuilding of rubber tyres",4,"","221","","","","","",
"22111","C22111","New rubber tyres and tubes",5,"","2211","","","","","",
"221111","C221111","New pneumatic tyres, of rubber, of a kind used on motor cars",6,"","22111","","","","","",
"221112","C221112","New pneumatic tyres, of rubber, of a kind used on motorcycles or bicycles",6,"","22111","","","","","",
"221113","C221113","New pneumatic tyres, of rubber, of a kind used on buses, lorries or aircraft",6,"","22111","","","","","",
"221114","C221114","Agrarian tyres; other new pneumatic tyres, of rubber",6,"","22111","","","","","",
"221115","C221115","Inner tubes, solid or cushion tyres, interchangeable tyre treads and tyre flaps, of rubber",6,"","22111","","","","","",
"221116","C221116","Camel-back strips for retreading rubber tyres",6,"","22111","","","","","",
"22112","C22112","Retreaded pneumatic tyres, of rubber",5,"","2211","","","","","",
"221120","C221120","Retreaded pneumatic tyres, of rubber",6,"","22112","","","","","",
"22119","C22119","Sub-contracted operations as part of manufacturing of rubber tyres and tubes; retreading and rebuilding of rubber tyres",5,"","2211","","","","","",
"221199","C221199","Sub-contracted operations as part of manufacturing of rubber tyres and tubes; retreading and rebuilding of rubber tyres",6,"","22119","","","","","",
"2219","C2219","Other rubber products",4,"","221","","","","","",
"22191","C22191","Reclaimed rubber in primary forms or in plates, sheets or strip",5,"","2219","","","","","",
"221910","C221910","Reclaimed rubber in primary forms or in plates, sheets or strip",6,"","22191","","","","","",
"22192","C22192","Unvulcanised rubber and articles thereof; vulcanised rubber, other than hard rubber, in thread, cord, plates, sheets, strip, rods and profile shapes",5,"","2219","","","","","",
"221920","C221920","Unvulcanised rubber and articles thereof; vulcanised rubber, other than hard rubber, in thread, cord, plates, sheets, strip, rods and profile shapes",6,"","22192","","","","","",
"22193","C22193","Tubes, pipes and hoses, of vulcanised rubber other than hard rubber",5,"","2219","","","","","",
"221930","C221930","Tubes, pipes and hoses, of vulcanised rubber other than hard rubber",6,"","22193","","","","","",
"22194","C22194","Conveyor or transmission belts or belting, of vulcanised rubber",5,"","2219","","","","","",
"221940","C221940","Conveyor or transmission belts or belting, of vulcanised rubber",6,"","22194","","","","","",
"22195","C22195","Rubberised textile fabrics, except tyre cord fabric",5,"","2219","","","This category excludes:
- tyre cord fabric, see 13.96.15","","",
"221950","C221950","Rubberised textile fabrics, except tyre cord fabric",6,"","22195","","","This subcategory excludes:
- tyre cord fabric, see 13.96.15","","",
"22196","C22196","Articles of apparel and clothing accessories, of vulcanised rubber other than hard rubber",5,"","2219","","","","","",
"221960","C221960","Articles of apparel and clothing accessories, of vulcanised rubber other than hard rubber",6,"","22196","","","","","",
"22197","C22197","Articles of vulcanised rubber n.e.c.; hard rubber; articles of hard rubber",5,"","2219","","","","","",
"221971","C221971","Hygienic or pharmaceutical articles (including teats), of vulcanised rubber other than hard rubber",6,"","22197","","This subcategory also includes:
- teats","","","",
"221972","C221972","Floor coverings and mats, of vulcanised rubber other than cellular",6,"","22197","","","","","",
"221973","C221973","Other articles of vulcanised rubber n.e.c.; hard rubber in all forms and articles thereof; floor coverings and mats, of vulcanised cellular rubber",6,"","22197","","This subcategory also includes:
- rubber footwear parts (e.g. soles and heels)","","","",
"22199","C22199","Sub-contracted operations as part of manufacturing of other rubber products",5,"","2219","","","","","",
"221999","C221999","Sub-contracted operations as part of manufacturing of other rubber products",6,"","22199","","","","","",
"222","C222","Plastic products",3,"","22","","","","","",
"2221","C2221","Plastic plates, sheets, tubes and profiles",4,"","222","","","","","",
"22211","C22211","Monofilament > 1 mm, rods, sticks and profile shapes, of plastics",5,"","2221","","","","","",
"222110","C222110","Monofilament > 1 mm, rods, sticks and profile shapes, of plastics",6,"","22211","","","","","",
"22212","C22212","Tubes, pipes and hoses and fittings thereof, of plastics",5,"","2221","","","","","",
"222121","C222121","Artificial guts, of hardened proteins or of cellulosic materials; tubes, pipes and hoses, rigid, of plastics",6,"","22212","","","","","",
"222129","C222129","Other tubes, pipes, hoses and fittings thereof, of plastics",6,"","22212","","","","","",
"22213","C22213","Plates, sheets, film, foil and strip, of plastics, not supported or similarly combined with other materials",5,"","2221","","","","","",
"222130","C222130","Plates, sheets, film, foil and strip, of plastics, not supported or similarly combined with other materials",6,"","22213","","","","","",
"22214","C22214","Other plates, sheets, film, foil and strip, of plastics",5,"","2221","","","","","",
"222141","C222141","Other plates, sheets, film, foil and strip, of plastics, cellular",6,"","22214","","","","","",
"222142","C222142","Other plates, sheets, film, foil and strip, of plastics, non-cellular",6,"","22214","","","","","",
"22219","C22219","Sub-contracted operations as part of manufacturing of plastic plates, sheets, tubes and profiles",5,"","2221","","","","","",
"222199","C222199","Sub-contracted operations as part of manufacturing of plastic plates, sheets, tubes and profiles",6,"","22219","","","","","",
"2222","C2222","Plastic packing goods",4,"","222","","","","","",
"22221","C22221","Plastic packing goods",5,"","2222","","","","","",
"222211","C222211","Sacks and bags (including cones), of polymers of ethylene",6,"","22221","","This subcategory also includes:
- cones","","","",
"222212","C222212","Sacks and bags (including cones), of other plastics than polymers of ethylene",6,"","22221","","This subcategory also includes:
- cones","","","",
"222213","C222213","Boxes, cases, crates and similar articles of plastics",6,"","22221","","","","","",
"222214","C222214","Carboys, bottles, flasks and similar articles of plastics",6,"","22221","","","","","",
"222219","C222219","Other plastic packing goods",6,"","22221","","","","","",
"22229","C22229","Sub-contracted operations as part of manufacturing of plastic packing goods",5,"","2222","","","","","",
"222299","C222299","Sub-contracted operations as part of manufacturing of plastic packing goods",6,"","22229","","","","","",
"2223","C2223","Builders ware of plastic",4,"","222","","","","","",
"22231","C22231","Builders ware of plastic; linoleum and hard non-plastic surface floor coverings",5,"","2223","","","","","",
"222311","C222311","Floor, wall or ceiling coverings of plastics, in rolls or in the form of tiles",6,"","22231","","","","","",
"222312","C222312","Baths, wash-basins, lavatory pans and covers, flushing cisterns and similar sanitary ware, of plastics",6,"","22231","","","","","",
"222313","C222313","Reservoirs, tanks, vats and similar containers, capacity > 300 l, of plastics",6,"","22231","","","","","",
"222314","C222314","Doors, windows and frames and thresholds for doors; shutters, blinds and similar articles and parts thereof, of plastics",6,"","22231","","","","","",
"222315","C222315","Linoleum and hard non-plastic surface floor coverings, i.e. resilient floor coverings, such as vinyl, linoleum etc.",6,"","22231","","","","","",
"222319","C222319","Builders' ware of plastics n.e.c.",6,"","22231","","","","","",
"22232","C22232","Prefabricated buildings of plastics",5,"","2223","","","","","",
"222320","C222320","Prefabricated buildings of plastics",6,"","22232","This subcategory includes:
- prefabricated buildings, predominantly made of plastics, either fully assembled and ready for use or unassembled
- incomplete buildings, whether or not assembled, having the essential character of prefabricated buildings

The","","","","",
"22239","C22239","Sub-contracted operations as part of manufacturing of builders' ware of plastics",5,"","2223","","","","","",
"222399","C222399","Sub-contracted operations as part of manufacturing of builders' ware of plastics",6,"","22239","","","","","",
"2229","C2229","Other plastic products",4,"","222","","","","","",
"22291","C22291","Apparel and clothing accessories (including gloves), of plastics",5,"","2229","","This category also includes:
- gloves","","","",
"222910","C222910","Apparel and clothing accessories (including gloves), of plastics",6,"","22291","","This subcategory also includes:
- gloves","","","",
"22292","C22292","Other plastic products n.e.c.",5,"","2229","","","","","",
"222921","C222921","Self-adhesive plates, sheets, film, foil, tapes, strip and other flat shapes of plastics, in rolls of width  20 cm",6,"","22292","","","","","",
"222922","C222922","Other self-adhesive plates, sheets, film, foil, tapes, strip and other flat shapes of plastics",6,"","22292","","","","","",
"222923","C222923","Tableware, kitchenware, other household articles and toilet articles, of plastics",6,"","22292","","","","","",
"222924","C222924","Parts n.e.c. for lamps and lighting fitting, illuminated name-plates and the like, of plastics",6,"","22292","","","","","",
"222925","C222925","Office or school supplies of plastics",6,"","22292","","","","","",
"222926","C222926","Fittings for furniture, coachwork or the like, of plastics; statuettes and other ornamental articles, of plastics",6,"","22292","","","","","",
"222929","C222929","Other articles of plastics",6,"","22292","","This subcategory also includes:
- plastic footwear parts (e.g. soles and heels)","","","",
"22299","C22299","Manufacturing services of other plastic products; sub-contracted operations as part of manufacturing of other plastic products",5,"","2229","","","","","",
"222991","C222991","Manufacturing services of other plastic products",6,"","22299","","This subcategory also includes:
- services of cutting, threading, coating or processing of plastic surfaces","This subcategory excludes:
- plastic coating services of metal surfaces, see 25.61.12","","",
"222999","C222999","Sub-contracted operations as part of manufacturing of other plastic products",6,"","22299","","","","","",
"23","C23","Other non-metallic mineral products",2,"","C","","","","","",
"231","C231","Glass and glass products",3,"","23","","","","","",
"2311","C2311","Flat glass",4,"","231","","","","","",
"23111","C23111","Flat glass",5,"","2311","","","","","",
"231111","C231111","Glass cast, rolled, drawn or blown, in sheets, but not otherwise worked",6,"","23111","","","","","",
"231112","C231112","Float glass and surface ground or polished glass, in sheets, but not otherwise worked",6,"","23111","","","","","",
"23119","C23119","Sub-contracted operations as part of manufacturing of flat glass",5,"","2311","","","","","",
"231199","C231199","Sub-contracted operations as part of manufacturing of flat glass",6,"","23119","","","","","",
"2312","C2312","Shaped and processed flat glass",4,"","231","","","","","",
"23121","C23121","Shaped and processed flat glass",5,"","2312","","","","","",
"231211","C231211","Glass in sheets, bent, edge-worked, engraved, drilled, enamelled or otherwise worked, but not framed or mounted",6,"","23121","","","","","",
"231212","C231212","Safety glass",6,"","23121","","","","","",
"231213","C231213","Glass mirrors; multiple walled insulating units of glass",6,"","23121","","","","","",
"23129","C23129","Sub-contracted operations as part of manufacturing of shaped and processed flat glass",5,"","2312","","","","","",
"231299","C231299","Sub-contracted operations as part of manufacturing of shaped and processed flat glass",6,"","23129","","","","","",
"2313","C2313","Hollow glass",4,"","231","","","","","",
"23131","C23131","Hollow glass",5,"","2313","","","","","",
"231311","C231311","Bottles, jars, phials and other containers, of glass, except ampoules; stoppers, lids and other closures, of glass",6,"","23131","","","This subcategory excludes:
- ampoules of glass, see 23.19.23","","",
"231312","C231312","Drinking glasses other than of glass-ceramics",6,"","23131","","","","","",
"231313","C231313","Glassware of a kind used for table or kitchen purposes, for toilet, office, indoor decorations and the like",6,"","23131","","","","","",
"231314","C231314","Glass inners for vacuum flasks or for other vacuum vessels",6,"","23131","","","","","",
"23139","C23139","Finishing services of hollow glass; sub-contracted operations as part of manufacturing of hollow glass",5,"","2313","","","","","",
"231391","C231391","Finishing services of drinking glasses and other glassware of a kind used for table or kitchen purpose",6,"","23139","This subcategory includes:
- etching and coating by vapour deposition of drinking glasses and similar glassware
- engraving (e.g. putting on markings) of drinking glasses and similar glassware","","This subcategory excludes:
- printing services of glass, see 18.12.16","","",
